"Title","Artist","ConstituentID","ArtistBio","Nationality","BeginDate","EndDate","Gender","Date","Medium","Dimensions","CreditLine","AccessionNumber","Classification","Department","DateAcquired","Cataloged","ObjectID","URL","ThumbnailURL","Circumference (cm)","Depth (cm)","Diameter (cm)","Height (cm)","Length (cm)","Weight (kg)","Width (cm)","Seat Height (cm)","Duration (sec.)"
"Tablet","Roman Signer","7824","(Swiss, born 1938)","(Swiss)","-1938","0","(Male)","1980","Super 8mm film transferred to video (color, silent)","2 min.","Committee on Media Funds","1365.201","Video","Media and Performance","########","Y","114710","http://www.moma.org/collection/works/114710","http://www.moma.org/media/W1siZiIsIjE0NjQyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c12e854056e36a0d","","","","","","","","","120"
"Track","Roman Signer","7824","(Swiss, born 1938)","(Swiss)","-1938","0","(Male)","1980","Super 8mm film transferred to video (color, silent)","2 min.","Committee on Media Funds","1366.201","Video","Media and Performance","########","Y","114711","http://www.moma.org/collection/works/114711","http://www.moma.org/media/W1siZiIsIjE0NjQyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dca3838c0eacc9d2","","","","","","","","","120"
"Tube","Roman Signer","7824","(Swiss, born 1938)","(Swiss)","-1938","0","(Male)","1980","Super 8mm film transferred to video (color, silent)","2 min.","Committee on Media Funds","1367.201","Video","Media and Performance","########","Y","114712","http://www.moma.org/collection/works/114712","http://www.moma.org/media/W1siZiIsIjE0NjQyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8534e67aa309410a","","","","","","","","","120"
"Two Iron Plates","Roman Signer","7824","(Swiss, born 1938)","(Swiss)","-1938","0","(Male)","1980","Super 8mm film transferred to video (color, silent)","2 min.","Committee on Media Funds","1368.201","Video","Media and Performance","########","Y","114713","http://www.moma.org/collection/works/114713","http://www.moma.org/media/W1siZiIsIjE0NjQyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d1da67d4e4a80b36","","","","","","","","","120"
"Fountain","Roman Signer","7824","(Swiss, born 1938)","(Swiss)","-1938","0","(Male)","1980","Super 8mm film transferred to video (color, silent)","2 min.","Committee on Media Funds","1369.201","Video","Media and Performance","########","Y","114714","http://www.moma.org/collection/works/114714","http://www.moma.org/media/W1siZiIsIjE0NjQyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6c4e741aadfbaff1","","","","","","","","","120"
"Box 1","Roman Signer","7824","(Swiss, born 1938)","(Swiss)","-1938","0","(Male)","1979","Super 8mm film transferred to video (color, silent)","2 min.","Committee on Media Funds","1370.201","Video","Media and Performance","########","Y","114715","http://www.moma.org/collection/works/114715","http://www.moma.org/media/W1siZiIsIjE0NjQyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cde66992c14ad0a3","","","","","","","","","120"
"Box 2","Roman Signer","7824","(Swiss, born 1938)","(Swiss)","-1938","0","(Male)","1979","Super 8mm film transferred to video (color, silent)","2 min.","Committee on Media Funds","1371.201","Video","Media and Performance","########","Y","114716","http://www.moma.org/collection/works/114716","http://www.moma.org/media/W1siZiIsIjE0NjQzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=81a177961c691a26","","","","","","","","","120"
"Cat","Roman Signer","7824","(Swiss, born 1938)","(Swiss)","-1938","0","(Male)","1979","Super 8mm film transferred to video (color, silent)","2 min.","Committee on Media Funds","1372.201","Video","Media and Performance","########","Y","114717","http://www.moma.org/collection/works/114717","http://www.moma.org/media/W1siZiIsIjE0NjQzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e823cea833dde84e","","","","","","","","","120"
"Filming","Roman Signer","7824","(Swiss, born 1938)","(Swiss)","-1938","0","(Male)","1979","Super 8mm film transferred to video (color, silent)","2 min.","Committee on Media Funds","1373.201","Video","Media and Performance","########","Y","114718","http://www.moma.org/collection/works/114718","http://www.moma.org/media/W1siZiIsIjE0NjQzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=939a11b0e6f979c9","","","","","","","","","120"
"Across the River","Roman Signer","7824","(Swiss, born 1938)","(Swiss)","-1938","0","(Male)","1978","Super 8mm film transferred to video (color, silent)","2 min.","Committee on Media Funds","1374.201","Video","Media and Performance","########","Y","114719","http://www.moma.org/collection/works/114719","http://www.moma.org/media/W1siZiIsIjE0NjQzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b186d20de8c0b724","","","","","","","","","120"
"Arc","Roman Signer","7824","(Swiss, born 1938)","(Swiss)","-1938","0","(Male)","1978","Super 8mm film transferred to video (color, silent)","2 min.","Committee on Media Funds","1375.201","Video","Media and Performance","########","Y","114720","http://www.moma.org/collection/works/114720","http://www.moma.org/media/W1siZiIsIjE0NjQzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c83c7844ae20ed7a","","","","","","","","","120"
"Six Pieces","Roman Signer","7824","(Swiss, born 1938)","(Swiss)","-1938","0","(Male)","1978","Super 8mm film transferred to video (color, silent)","2 min.","Committee on Media Funds","1376.201","Video","Media and Performance","########","Y","114721","http://www.moma.org/collection/works/114721","http://www.moma.org/media/W1siZiIsIjE0NjQzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7b4e50cd85f0582f","","","","","","","","","120"
"Water Tower","Roman Signer","7824","(Swiss, born 1938)","(Swiss)","-1938","0","(Male)","1978","Super 8mm film transferred to video (color, silent)","2 min.","Committee on Media Funds","1377.201","Video","Media and Performance","########","Y","114722","http://www.moma.org/collection/works/114722","http://www.moma.org/media/W1siZiIsIjE0NjQzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e3442a46011411ac","","","","","","","","","120"
"Box","Roman Signer","7824","(Swiss, born 1938)","(Swiss)","-1938","0","(Male)","1976","Super 8mm film transferred to video (color, silent)","2 min.","Committee on Media Funds","1378.201","Video","Media and Performance","########","Y","114723","http://www.moma.org/collection/works/114723","http://www.moma.org/media/W1siZiIsIjE0NjQzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4cdca705ba8bb3a6","","","","","","","","","120"
"Air cushion","Roman Signer","7824","(Swiss, born 1938)","(Swiss)","-1938","0","(Male)","1975","Super 8mm film transferred to video (color, silent)","2 min.","Committee on Media Funds","1379.201","Video","Media and Performance","########","Y","114724","http://www.moma.org/collection/works/114724","http://www.moma.org/media/W1siZiIsIjE0NjQzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=708706427a90dd53","","","","","","","","","120"
"Sand Stairs","Roman Signer","7824","(Swiss, born 1938)","(Swiss)","-1938","0","(Male)","1975","Super 8mm film transferred to video (color, silent)","2 min.","Committee on Media Funds","1380.201","Video","Media and Performance","########","Y","114725","http://www.moma.org/collection/works/114725","http://www.moma.org/media/W1siZiIsIjE0NjQ0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bb54b0dce8012d6d","","","","","","","","","120"
"Smoke-cross","Roman Signer","7824","(Swiss, born 1938)","(Swiss)","-1938","0","(Male)","1975","Super 8mm film transferred to video (color, silent)","2 min.","Committee on Media Funds","1381.201","Video","Media and Performance","########","Y","114726","http://www.moma.org/collection/works/114726","http://www.moma.org/media/W1siZiIsIjE0NjQ0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f21285fee930b0bb","","","","","","","","","120"
"Fountain","Roman Signer","7824","(Swiss, born 1938)","(Swiss)","-1938","0","(Male)","1975","Super 8mm film transferred to video (color, silent)","2 min.","Committee on Media Funds","1382.201","Video","Media and Performance","########","Y","114727","http://www.moma.org/collection/works/114727","http://www.moma.org/media/W1siZiIsIjE0NjQ0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e59cf473ccce604e","","","","","","","","","120"
"Water Pulse","Roman Signer","7824","(Swiss, born 1938)","(Swiss)","-1938","0","(Male)","1975","Super 8mm film transferred to video (color, silent)","2 min.","Committee on Media Funds","1383.201","Video","Media and Performance","########","Y","114728","http://www.moma.org/collection/works/114728","http://www.moma.org/media/W1siZiIsIjE0NjQ0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a3e81b48bf1844a2","","","","","","","","","120"
"Box","Roman Signer","7824","(Swiss, born 1938)","(Swiss)","-1938","0","(Male)","1975","Super 8mm film transferred to video (color, silent)","2 min.","Committee on Media Funds","1384.201","Video","Media and Performance","########","Y","114729","http://www.moma.org/collection/works/114729","http://www.moma.org/media/W1siZiIsIjE0NjQ0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0bbd9606182533ee","","","","","","","","","120"
"Carriage","Roman Signer","7824","(Swiss, born 1938)","(Swiss)","-1938","0","(Male)","n/a","Super 8mm film transferred to video (color, silent)","2 min.","Committee on Media Funds","1385.201","Video","Media and Performance","########","Y","114730","http://www.moma.org/collection/works/114730","http://www.moma.org/media/W1siZiIsIjE0NjQ0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ef7c284e0944e521","","","","","","","","","120"
"Red Flag","Roman Signer","7824","(Swiss, born 1938)","(Swiss)","-1938","0","(Male)","n/a","Super 8mm film transferred to video (color, silent)","2 min.","Committee on Media Funds","1386.201","Video","Media and Performance","########","Y","114731","http://www.moma.org/collection/works/114731","http://www.moma.org/media/W1siZiIsIjE0NjQ0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ef6de154f4884d79","","","","","","","","","120"
"Suitcase","Roman Signer","7824","(Swiss, born 1938)","(Swiss)","-1938","0","(Male)","n/a","Super 8mm film transferred to video (color, silent)","2 min.","Committee on Media Funds","1387.201","Video","Media and Performance","########","Y","114732","http://www.moma.org/collection/works/114732","http://www.moma.org/media/W1siZiIsIjE0NjQ0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dfa223e8cae8bd0a","","","","","","","","","120"
"Suitcase","Roman Signer","7824","(Swiss, born 1938)","(Swiss)","-1938","0","(Male)","n/a","Super 8mm film transferred to video (color, silent)","2 min.","Committee on Media Funds","1388.201","Video","Media and Performance","########","Y","114733","http://www.moma.org/collection/works/114733","http://www.moma.org/media/W1siZiIsIjE0NjQ0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=daa167cbb90bbe62","","","","","","","","","120"
"Clap Magic","Jamie Isenstein","34494","(American, born 1975)","(American)","-1975","0","(Female)","2007","Video (color, sound; 45 min.), monitor, The ClapperÂ®, custom-made lamp and shade
","Dimensions variable","Fund for the Twenty-First Century","254.2008.a-e","Installation","Media and Performance","########","Y","114918","http://www.moma.org/collection/works/114918","http://www.moma.org/media/W1siZiIsIjEzOTE5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c1cddce1b531bfa6","","","","","","","","",""
"Selected Works: Reel 5","William Wegman","6281","(American, born 1943)","(American)","-1943","0","(Male)","1974-1975","Seventeen videos (black and white, sound)","30:20 min","Gift of the artist","274.2008.1-17","Video","Media and Performance","########","Y","116094","http://www.moma.org/collection/works/116094","http://www.moma.org/media/W1siZiIsIjEzNjA2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7a4788cfb363975e","","","","","","","","","1820"
"Miniature in Black and White","Anthony McCall","34597","(American, born England 1946)","(American)","-1946","0","(Male)","1972","Eighty-one 35mm black and white slides (continuous loop), carousel slide projector, and miniature Plexiglas screen","Installation: 63 x 11 x 24"" (160 x 27.9 x 61 cm)","Gift of The Contemporary Arts Council of The Museum of Modern Art and Committee on Media and Performance Art Funds","264.2008.a-c","Installation","Media and Performance","########","Y","116119","http://www.moma.org/collection/works/116119","http://www.moma.org/media/W1siZiIsIjEyODc3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=49f51fbce45e03ee","","","","","","","","","0"
"Nocturne","William Wegman","6281","(American, born 1943)","(American)","-1943","0","(Male)","1974-1975","Video (black and white, sound)","7:49 min.","Gift of the artist","274.2008.1","Video","Media and Performance","########","Y","116233","http://www.moma.org/collection/works/116233","","","","","","","","","",""
"Stalking","William Wegman","6281","(American, born 1943)","(American)","-1943","0","(Male)","1974-1975","Video (black and white, sound)","2:06 min.","Gift of the artist","274.2008.2","Video","Media and Performance","########","Y","116234","http://www.moma.org/collection/works/116234","","","","","","","","","",""
"Audio Tape and Video Tape","William Wegman","6281","(American, born 1943)","(American)","-1943","0","(Male)","1974-1975","Video (black and white, sound)","2:04 min.","Gift of the artist","274.2008.3","Video","Media and Performance","########","Y","116235","http://www.moma.org/collection/works/116235","","","","","","","","","",""
"Dancing Tape","William Wegman","6281","(American, born 1943)","(American)","-1943","0","(Male)","1974-1975","Video (black and white, sound)","5:27 min.","Gift of the artist","274.2008.4","Video","Media and Performance","########","Y","116236","http://www.moma.org/collection/works/116236","","","","","","","","","",""
"Hobo on Train","William Wegman","6281","(American, born 1943)","(American)","-1943","0","(Male)","1974-1975","Video (black and white, sound)","0:52 min.","Gift of the artist","274.2008.5","Video","Media and Performance","########","Y","116237","http://www.moma.org/collection/works/116237","","","","","","","","","",""
"Drinking Milk","William Wegman","6281","(American, born 1943)","(American)","-1943","0","(Male)","1974-1975","Video (black and white, sound)","1:55 min.","Gift of the artist","274.2008.6","Video","Media and Performance","########","Y","116238","http://www.moma.org/collection/works/116238","","","","","","","","","",""
"Copyright","William Wegman","6281","(American, born 1943)","(American)","-1943","0","(Male)","1974-1975","Video (black and white, sound)","1:43 min.","Gift of the artist","274.2008.7","Video","Media and Performance","########","Y","116239","http://www.moma.org/collection/works/116239","","","","","","","","","",""
"Buying a House","William Wegman","6281","(American, born 1943)","(American)","-1943","0","(Male)","1974-1975","Video (black and white, sound)","1 min.","Gift of the artist","274.2008.8","Video","Media and Performance","########","Y","116240","http://www.moma.org/collection/works/116240","","","","","","","","","",""
"Lerch Hairpieces","William Wegman","6281","(American, born 1943)","(American)","-1943","0","(Male)","1974-1975","Video (black and white, sound)","0:19 min.","Gift of the artist","274.2008.9","Video","Media and Performance","########","Y","116241","http://www.moma.org/collection/works/116241","","","","","","","","","",""
"Tammy and a Can of Plums","William Wegman","6281","(American, born 1943)","(American)","-1943","0","(Male)","1974-1975","Video (black and white, sound)","0:19 min.","Gift of the artist","274.2008.10","Video","Media and Performance","########","Y","116242","http://www.moma.org/collection/works/116242","","","","","","","","","",""
"Loves Water","William Wegman","6281","(American, born 1943)","(American)","-1943","0","(Male)","1974-1975","Video (black and white, sound)","0:43 min.","Gift of the artist","274.2008.11","Video","Media and Performance","########","Y","116243","http://www.moma.org/collection/works/116243","","","","","","","","","",""
"Average Guy","William Wegman","6281","(American, born 1943)","(American)","-1943","0","(Male)","1974-1975","Video (black and white, sound)","0:15 min.","Gift of the artist","274.2008.12","Video","Media and Performance","########","Y","116244","http://www.moma.org/collection/works/116244","","","","","","","","","",""
"Newscast","William Wegman","6281","(American, born 1943)","(American)","-1943","0","(Male)","1974-1975","Video (black and white, sound)","2:42 min.","Gift of the artist","274.2008.13","Video","Media and Performance","########","Y","116245","http://www.moma.org/collection/works/116245","","","","","","","","","",""
"Marbles","William Wegman","6281","(American, born 1943)","(American)","-1943","0","(Male)","1974-1975","Video (black and white, sound)","0:23 min.","Gift of the artist","274.2008.14","Video","Media and Performance","########","Y","116246","http://www.moma.org/collection/works/116246","","","","","","","","","",""
"Ball Drop","William Wegman","6281","(American, born 1943)","(American)","-1943","0","(Male)","1974-1975","Video (black and white, sound)","0:43 min.","Gift of the artist","274.2008.15","Video","Media and Performance","########","Y","116247","http://www.moma.org/collection/works/116247","","","","","","","","","",""
"Treat Table","William Wegman","6281","(American, born 1943)","(American)","-1943","0","(Male)","1974-1975","Video (black and white, sound)","0:38 min.","Gift of the artist","274.2008.16","Video","Media and Performance","########","Y","116248","http://www.moma.org/collection/works/116248","","","","","","","","","",""
"Hey Roy","William Wegman","6281","(American, born 1943)","(American)","-1943","0","(Male)","1974-1975","Video (black and white, sound)","0:40 min.","Gift of the artist","274.2008.17","Video","Media and Performance","########","Y","116249","http://www.moma.org/collection/works/116249","","","","","","","","","",""
"Head of Jake","Frank Auerbach","240","(British, born Germany 1931. To England 1939.)","(British)","-1931","0","(Male)","2006-07","Oil on canvas","24 1/8 x 22"" (61.3 x 55.9 cm)","Gift of an anonymous donor","203.2008","Painting","Painting & Sculpture","########","Y","116267","http://www.moma.org/collection/works/116267","http://www.moma.org/media/W1siZiIsIjE1NzE5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eb88e74c07c9da34","","","","61.3","","","55.9","",""
